Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	mmu05031:Amphetamine addiction	17	1.347068145800317	2.1155155436235952E-4	ENSMUSG00000052684, ENSMUSG00000001175, ENSMUSG00000027523, ENSMUSG00000025892, ENSMUSG00000005034, ENSMUSG00000019370, ENSMUSG00000024617, ENSMUSG00000053007, ENSMUSG00000039579, ENSMUSG00000059003, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000026959, ENSMUSG00000022602, ENSMUSG00000052889, ENSMUSG00000028466, ENSMUSG00000057897	519	58	4926	2.781941399242575	0.053723809979930204	0.005007492942148306	0.2763335613732987
KEGG_PATHWAY	mmu00100:Steroid biosynthesis	8	0.6339144215530903	2.4220566350452728E-4	ENSMUSG00000058454, ENSMUSG00000034926, ENSMUSG00000031349, ENSMUSG00000021273, ENSMUSG00000031604, ENSMUSG00000001467, ENSMUSG00000022351, ENSMUSG00000033105	519	14	4926	5.423616845582163	0.06126620184491327	0.005254756460981946	0.31631612328172354
KEGG_PATHWAY	mmu04725:Cholinergic synapse	24	1.9017432646592711	3.2289338061904685E-4	ENSMUSG00000016346, ENSMUSG00000032303, ENSMUSG00000027577, ENSMUSG00000019699, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000031491, ENSMUSG00000053007, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000027950, ENSMUSG00000022840, ENSMUSG00000031748, ENSMUSG00000056258, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000032773, ENSMUSG00000023439, ENSMUSG00000004056, ENSMUSG00000021303, ENSMUSG00000026824, ENSMUSG00000028466, ENSMUSG00000057897, ENSMUSG00000051177	519	103	4926	2.211571917616028	0.08083422004949392	0.006462778233762179	0.4214874244865219
KEGG_PATHWAY	mmu04713:Circadian entrainment	21	1.664025356576862	4.48083957865062E-4	ENSMUSG00000001175, ENSMUSG00000027523, ENSMUSG00000025892, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000019370, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000059003, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000031748, ENSMUSG00000026959, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000023439, ENSMUSG00000026824, ENSMUSG00000021303, ENSMUSG00000057897, ENSMUSG00000032034, ENSMUSG00000051177	519	86	4926	2.317650221804006	0.11039356553247914	0.008320627674013759	0.584462542118025
KEGG_PATHWAY	mmu05032:Morphine addiction	21	1.664025356576862	4.48083957865062E-4	ENSMUSG00000027523, ENSMUSG00000010803, ENSMUSG00000028525, ENSMUSG00000005034, ENSMUSG00000001260, ENSMUSG00000024462, ENSMUSG00000021536, ENSMUSG00000042429, ENSMUSG00000007653, ENSMUSG00000020436, ENSMUSG00000022840, ENSMUSG00000031748, ENSMUSG00000039809, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000023439, ENSMUSG00000032177, ENSMUSG00000021303, ENSMUSG00000026824, ENSMUSG00000030671, ENSMUSG00000032034	519	86	4926	2.317650221804006	0.11039356553247914	0.008320627674013759	0.584462542118025
KEGG_PATHWAY	mmu04610:Complement and coagulation cascades	11	0.8716323296354992	4.762693305651463E-4	ENSMUSG00000036887, ENSMUSG00000040552, ENSMUSG00000030111, ENSMUSG00000031538, ENSMUSG00000028128, ENSMUSG00000073418, ENSMUSG00000036905, ENSMUSG00000022912, ENSMUSG00000037411, ENSMUSG00000023224, ENSMUSG00000036896	519	29	4926	3.6001594578433322	0.11691684215514997	0.008254800884990754	0.6211207260367724
KEGG_PATHWAY	mmu04020:Calcium signaling pathway	29	2.2979397781299524	5.299606523712359E-4	ENSMUSG00000034997, ENSMUSG00000028036, ENSMUSG00000019828, ENSMUSG00000024524, ENSMUSG00000019370, ENSMUSG00000024617, ENSMUSG00000021536, ENSMUSG00000031376, ENSMUSG00000024998, ENSMUSG00000059003, ENSMUSG00000036438, ENSMUSG00000052889, ENSMUSG00000027296, ENSMUSG00000032773, ENSMUSG00000030376, ENSMUSG00000057897, ENSMUSG00000051177, ENSMUSG00000001175, ENSMUSG00000029467, ENSMUSG00000027523, ENSMUSG00000038760, ENSMUSG00000020402, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000030302, ENSMUSG00000039106, ENSMUSG00000026959, ENSMUSG00000079055, ENSMUSG00000005950	519	140	4926	1.9660611065235343	0.12921170835755957	0.008609994556641798	0.6909176697662556
KEGG_PATHWAY	mmu04668:TNF signaling pathway	20	1.5847860538827259	8.910326708018592E-4	ENSMUSG00000052684, ENSMUSG00000034394, ENSMUSG00000030341, ENSMUSG00000024927, ENSMUSG00000019699, ENSMUSG00000046709, ENSMUSG00000053007, ENSMUSG00000031628, ENSMUSG00000014599, ENSMUSG00000053175, ENSMUSG00000022789, ENSMUSG00000033352, ENSMUSG00000017737, ENSMUSG00000031778, ENSMUSG00000004056, ENSMUSG00000028599, ENSMUSG00000056501, ENSMUSG00000052837, ENSMUSG00000053113, ENSMUSG00000028466	519	84	4926	2.259840352325901	0.2075795824233737	0.013592841987818183	1.1591246750419004
KEGG_PATHWAY	mmu04971:Gastric acid secretion	15	1.1885895404120443	0.0010292931577095786	ENSMUSG00000001175, ENSMUSG00000027523, ENSMUSG00000040907, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000019370, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000026576, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000057614, ENSMUSG00000052889, ENSMUSG00000057897, ENSMUSG00000051177	519	54	4926	2.636480411046885	0.23569156962412163	0.014821501063458364	1.3378685169669557
KEGG_PATHWAY	mmu04540:Gap junction	19	1.5055467511885896	0.0011043691782413162	ENSMUSG00000062591, ENSMUSG00000027523, ENSMUSG00000034997, ENSMUSG00000019828, ENSMUSG00000030102, ENSMUSG00000045136, ENSMUSG00000005034, ENSMUSG00000027646, ENSMUSG00000001473, ENSMUSG00000021536, ENSMUSG00000022840, ENSMUSG00000058672, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000026202, ENSMUSG00000025856, ENSMUSG00000043091, ENSMUSG00000062380, ENSMUSG00000051177	519	79	4926	2.282724811589961	0.2505379786335503	0.015064308876783894	1.4348020604016076
KEGG_PATHWAY	mmu04922:Glucagon signaling pathway	19	1.5055467511885896	0.0011043691782413162	ENSMUSG00000032294, ENSMUSG00000001175, ENSMUSG00000027523, ENSMUSG00000019699, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000019370, ENSMUSG00000053007, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000028518, ENSMUSG00000036438, ENSMUSG00000040618, ENSMUSG00000004056, ENSMUSG00000030671, ENSMUSG00000030246, ENSMUSG00000028466, ENSMUSG00000057897, ENSMUSG00000051177	519	79	4926	2.282724811589961	0.2505379786335503	0.015064308876783894	1.4348020604016076
KEGG_PATHWAY	mmu05150:Staphylococcus aureus infection	9	0.7131537242472267	0.0011888730954176903	ENSMUSG00000036594, ENSMUSG00000030786, ENSMUSG00000048163, ENSMUSG00000036887, ENSMUSG00000040552, ENSMUSG00000073418, ENSMUSG00000036905, ENSMUSG00000000290, ENSMUSG00000036896	519	22	4926	3.8828166053599573	0.26690536237600093	0.015404147238558097	1.5438031055555634
KEGG_PATHWAY	mmu04911:Insulin secretion	17	1.347068145800317	0.0012119097151966395	ENSMUSG00000027523, ENSMUSG00000024256, ENSMUSG00000040907, ENSMUSG00000054477, ENSMUSG00000005034, ENSMUSG00000031840, ENSMUSG00000053007, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000026576, ENSMUSG00000022840, ENSMUSG00000052889, ENSMUSG00000027273, ENSMUSG00000028466, ENSMUSG00000057897, ENSMUSG00000049044, ENSMUSG00000051177	519	67	4926	2.408247778448797	0.2713051773886488	0.014958435185278729	1.5734985725320505
KEGG_PATHWAY	mmu04380:Osteoclast differentiation	21	1.664025356576862	0.001289314887185724	ENSMUSG00000052684, ENSMUSG00000025225, ENSMUSG00000030341, ENSMUSG00000029135, ENSMUSG00000024927, ENSMUSG00000019699, ENSMUSG00000046709, ENSMUSG00000026104, ENSMUSG00000002325, ENSMUSG00000030579, ENSMUSG00000024912, ENSMUSG00000014599, ENSMUSG00000024621, ENSMUSG00000071076, ENSMUSG00000004056, ENSMUSG00000052837, ENSMUSG00000053113, ENSMUSG00000023992, ENSMUSG00000015837, ENSMUSG00000026072, ENSMUSG00000015950	519	93	4926	2.1432034309155323	0.2858971694548509	0.015189293204232235	1.6732175061137777
KEGG_PATHWAY	mmu04727:GABAergic synapse	19	1.5055467511885896	0.0012893877050154218	ENSMUSG00000010803, ENSMUSG00000005034, ENSMUSG00000001260, ENSMUSG00000027646, ENSMUSG00000024462, ENSMUSG00000021536, ENSMUSG00000026473, ENSMUSG00000047454, ENSMUSG00000020436, ENSMUSG00000007653, ENSMUSG00000022840, ENSMUSG00000031748, ENSMUSG00000039809, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000023439, ENSMUSG00000057880, ENSMUSG00000021303, ENSMUSG00000034187	519	80	4926	2.2541907514450865	0.2859107586951889	0.014534527530635555	1.6733112713572362
KEGG_PATHWAY	mmu04151:PI3K-Akt signaling pathway	45	3.565768621236133	0.0015089268883883649	ENSMUSG00000027381, ENSMUSG00000004098, ENSMUSG00000022146, ENSMUSG00000026639, ENSMUSG00000024927, ENSMUSG00000022523, ENSMUSG00000018326, ENSMUSG00000042826, ENSMUSG00000014599, ENSMUSG00000028518, ENSMUSG00000025551, ENSMUSG00000051391, ENSMUSG00000031565, ENSMUSG00000040618, ENSMUSG00000031805, ENSMUSG00000024777, ENSMUSG00000023439, ENSMUSG00000032773, ENSMUSG00000034165, ENSMUSG00000024962, ENSMUSG00000038612, ENSMUSG00000004056, ENSMUSG00000025856, ENSMUSG00000023067, ENSMUSG00000022346, ENSMUSG00000006445, ENSMUSG00000031137, ENSMUSG00000028466, ENSMUSG00000022285, ENSMUSG00000029304, ENSMUSG00000031490, ENSMUSG00000001507, ENSMUSG00000037225, ENSMUSG00000019699, ENSMUSG00000002900, ENSMUSG00000000555, ENSMUSG00000053007, ENSMUSG00000029120, ENSMUSG00000021974, ENSMUSG00000019966, ENSMUSG00000024621, ENSMUSG00000027954, ENSMUSG00000005268, ENSMUSG00000036585, ENSMUSG00000021303	519	268	4926	1.5936933827969977	0.32573181551585306	0.016287867307964055	1.9556298893385171
KEGG_PATHWAY	mmu04726:Serotonergic synapse	20	1.5847860538827259	0.001609770337080122	ENSMUSG00000027523, ENSMUSG00000034997, ENSMUSG00000049511, ENSMUSG00000054477, ENSMUSG00000060882, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000070687, ENSMUSG00000031628, ENSMUSG00000007653, ENSMUSG00000022840, ENSMUSG00000031748, ENSMUSG00000039106, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000023439, ENSMUSG00000026824, ENSMUSG00000021303, ENSMUSG00000032034, ENSMUSG00000051177	519	88	4926	2.1571203363110873	0.3432741308309013	0.01667888493920311	2.085059454934246
KEGG_PATHWAY	mmu04925:Aldosterone synthesis and secretion	17	1.347068145800317	0.001691118995919303	ENSMUSG00000001175, ENSMUSG00000027523, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000030272, ENSMUSG00000019370, ENSMUSG00000053007, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000032193, ENSMUSG00000022840, ENSMUSG00000045038, ENSMUSG00000036438, ENSMUSG00000052889, ENSMUSG00000028466, ENSMUSG00000057897, ENSMUSG00000051177	519	69	4926	2.338443495015498	0.3570933177869122	0.016847077326544446	2.1893530292629415
KEGG_PATHWAY	mmu04014:Ras signaling pathway	34	2.694136291600634	0.0017542774551388782	ENSMUSG00000022523, ENSMUSG00000024927, ENSMUSG00000038387, ENSMUSG00000042826, ENSMUSG00000019370, ENSMUSG00000024998, ENSMUSG00000014599, ENSMUSG00000059003, ENSMUSG00000036438, ENSMUSG00000025551, ENSMUSG00000031565, ENSMUSG00000052889, ENSMUSG00000020312, ENSMUSG00000023439, ENSMUSG00000004056, ENSMUSG00000025856, ENSMUSG00000024962, ENSMUSG00000006445, ENSMUSG00000031137, ENSMUSG00000032946, ENSMUSG00000001175, ENSMUSG00000022895, ENSMUSG00000024883, ENSMUSG00000037225, ENSMUSG00000019699, ENSMUSG00000046709, ENSMUSG00000005034, ENSMUSG00000021974, ENSMUSG00000019966, ENSMUSG00000024621, ENSMUSG00000026959, ENSMUSG00000027954, ENSMUSG00000036585, ENSMUSG00000021303	519	187	4926	1.7256962690488702	0.3676223390226391	0.016829679037192125	2.2702549822632645
KEGG_PATHWAY	mmu04022:cGMP-PKG signaling pathway	27	2.13946117274168	0.001854440180242305	ENSMUSG00000040907, ENSMUSG00000019370, ENSMUSG00000021536, ENSMUSG00000053965, ENSMUSG00000026576, ENSMUSG00000042429, ENSMUSG00000026360, ENSMUSG00000031376, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000057614, ENSMUSG00000004056, ENSMUSG00000030376, ENSMUSG00000028466, ENSMUSG00000051177, ENSMUSG00000001175, ENSMUSG00000029467, ENSMUSG00000019699, ENSMUSG00000020402, ENSMUSG00000030102, ENSMUSG00000045318, ENSMUSG00000053007, ENSMUSG00000030302, ENSMUSG00000045038, ENSMUSG00000079055, ENSMUSG00000030671, ENSMUSG00000030403	519	137	4926	1.8705539850639215	0.3839691437616418	0.017153258044552255	2.3984303265382922
KEGG_PATHWAY	mmu04970:Salivary secretion	15	1.1885895404120443	0.003042786187717862	ENSMUSG00000001175, ENSMUSG00000027523, ENSMUSG00000040907, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000069516, ENSMUSG00000019370, ENSMUSG00000021536, ENSMUSG00000026576, ENSMUSG00000030302, ENSMUSG00000031376, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000052889, ENSMUSG00000051177	519	60	4926	2.3728323699421967	0.5485893817885574	0.02705412363085069	3.9073212442893746
KEGG_PATHWAY	mmu04723:Retrograde endocannabinoid signaling	20	1.5847860538827259	0.003149699406128196	ENSMUSG00000010803, ENSMUSG00000033174, ENSMUSG00000046709, ENSMUSG00000025892, ENSMUSG00000019828, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000001260, ENSMUSG00000021536, ENSMUSG00000007653, ENSMUSG00000020436, ENSMUSG00000022840, ENSMUSG00000031748, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000023439, ENSMUSG00000021303, ENSMUSG00000026824, ENSMUSG00000032034, ENSMUSG00000051177	519	93	4926	2.0411461246814593	0.5610496231344149	0.027072421105532984	4.042011488065378
KEGG_PATHWAY	mmu04640:Hematopoietic cell lineage	12	0.9508716323296356	0.0032114342141566447	ENSMUSG00000030786, ENSMUSG00000019966, ENSMUSG00000014599, ENSMUSG00000024621, ENSMUSG00000030342, ENSMUSG00000001507, ENSMUSG00000042817, ENSMUSG00000027820, ENSMUSG00000030798, ENSMUSG00000005087, ENSMUSG00000000555, ENSMUSG00000026072	519	42	4926	2.7118084227910817	0.5680878661345286	0.026718291564114205	4.119706131595735
KEGG_PATHWAY	mmu04724:Glutamatergic synapse	22	1.7432646592709984	0.0032603125099637947	ENSMUSG00000027523, ENSMUSG00000022623, ENSMUSG00000063239, ENSMUSG00000025892, ENSMUSG00000024935, ENSMUSG00000019828, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000021536, ENSMUSG00000026473, ENSMUSG00000039579, ENSMUSG00000059003, ENSMUSG00000022840, ENSMUSG00000031748, ENSMUSG00000026959, ENSMUSG00000052889, ENSMUSG00000057614, ENSMUSG00000023439, ENSMUSG00000026824, ENSMUSG00000021303, ENSMUSG00000001985, ENSMUSG00000051177	519	107	4926	1.9514883042515259	0.5735805340305559	0.026283774473570665	4.1811793522279705
KEGG_PATHWAY	mmu05033:Nicotine addiction	11	0.8716323296354992	0.0038213889552472413	ENSMUSG00000039579, ENSMUSG00000007653, ENSMUSG00000020436, ENSMUSG00000027950, ENSMUSG00000059003, ENSMUSG00000026959, ENSMUSG00000010803, ENSMUSG00000027577, ENSMUSG00000025892, ENSMUSG00000001260, ENSMUSG00000031491	519	37	4926	2.8217466020934228	0.6318604053576711	0.029827713656204846	4.884231301497843
KEGG_PATHWAY	mmu04912:GnRH signaling pathway	17	1.347068145800317	0.00478065238907854	ENSMUSG00000052684, ENSMUSG00000001175, ENSMUSG00000027523, ENSMUSG00000021754, ENSMUSG00000046709, ENSMUSG00000030102, ENSMUSG00000005034, ENSMUSG00000027646, ENSMUSG00000019370, ENSMUSG00000021536, ENSMUSG00000024617, ENSMUSG00000022840, ENSMUSG00000036438, ENSMUSG00000033352, ENSMUSG00000052889, ENSMUSG00000057897, ENSMUSG00000051177	519	76	4926	2.1230605415272286	0.7137078092053661	0.03611813592021873	6.075202731069551
KEGG_PATHWAY	mmu05142:Chagas disease (American trypanosomiasis)	17	1.347068145800317	0.00478065238907854	ENSMUSG00000052684, ENSMUSG00000036887, ENSMUSG00000027523, ENSMUSG00000030341, ENSMUSG00000046709, ENSMUSG00000024927, ENSMUSG00000019699, ENSMUSG00000036905, ENSMUSG00000024524, ENSMUSG00000037411, ENSMUSG00000029120, ENSMUSG00000036896, ENSMUSG00000031748, ENSMUSG00000033352, ENSMUSG00000057614, ENSMUSG00000004056, ENSMUSG00000051177	519	76	4926	2.1230605415272286	0.7137078092053661	0.03611813592021873	6.075202731069551
