genes	Symbol	Entrezid	Genename	logFC	logCPM	F	PValue	FDR	FC
ENSMUSG00000021303	Gng4	14706	guanine nucleotide binding protein (G protein), gamma 4	-0.600867150342534	4.42434127349264	27.7977647434093	5.713150716949e-06	0.000920985864439073	-1.51662788122794
ENSMUSG00000038539	Atf5	107503	activating transcription factor 5	0.473076020806306	4.67848643583021	27.7233792720648	5.84110473351335e-06	0.00093103271628787	1.38806585928621
ENSMUSG00000062591	Tubb4a	22153	tubulin, beta 4A class IVA	-0.360413634603286	7.13288456752738	27.6288391997873	6.0081049250825e-06	0.000947010849635781	-1.28379392091981
ENSMUSG00000028893	Sesn2	230784	sestrin 2	0.483514007212192	4.70173646593527	27.4073822463481	6.41932620866875e-06	0.00100070946808983	1.39814501793517
ENSMUSG00000025402	Nab2	17937	Ngfi-A binding protein 2	0.577780043294096	3.95176814947964	27.1565523366425	6.92120063108301e-06	0.00106721904513634	1.49255080811471
ENSMUSG00000075334	Rprm	67874	reprimo, TP53 dependent G2 arrest mediator candidate	-0.921611564409013	1.41254465729134	26.8835315034937	7.51484134972471e-06	0.00114629612244295	-1.89423006428332
ENSMUSG00000005413	Hmox1	15368	heme oxygenase 1	0.889565160072181	2.20796094548872	26.6277256558366	8.11992258386078e-06	0.0012254172529218	1.8526176457111
ENSMUSG00000008734	Gprc5b	64297	G protein-coupled receptor, family C, group 5, member B	-0.326518984856704	5.51739488136934	26.3766792294818	8.76390996546622e-06	0.00129794031853983	-1.25398403861524
ENSMUSG00000032564	Cpne4	74020	copine IV	-0.577048604569092	3.62647354499892	26.3693627478449	8.7834675440451e-06	0.00129794031853983	-1.49179428457337
ENSMUSG00000053310	Nrgn	64011	neurogranin	-0.804524213409361	2.85657611173814	26.2697663941959	9.05432516146008e-06	0.00132417171897394	-1.74656969538953
ENSMUSG00000004885	Crabp2	12904	cellular retinoic acid binding protein II	1.3989905832885	0.840082209046654	26.2157905650469	9.20478423927538e-06	0.00133243948182001	2.6371700156794
ENSMUSG00000048440	Cyp4f16	70101	cytochrome P450, family 4, subfamily f, polypeptide 16	0.528261127958841	3.19027684650505	26.0967781816591	9.54593219936261e-06	0.00136786458767836	1.44218988436328
ENSMUSG00000007594	Hapln4	330790	hyaluronan and proteoglycan link protein 4	-0.735982578417872	3.12745121327781	26.0053638481558	9.81701838601654e-06	0.00139264222824031	-1.66553142914758
ENSMUSG00000034926	Dhcr24	74754	24-dehydrocholesterol reductase	-0.36597828564023	6.68002118907675	25.9321841740151	1.00398805873496e-05	0.00141015590111031	-1.28875523296538
ENSMUSG00000024378	Stard4	170459	StAR-related lipid transfer (START) domain containing 4	-0.411950789790931	5.22226578900594	25.7878434056082	1.04952527495636e-05	0.00145966328926774	-1.33048365761865
ENSMUSG00000078161	Erich3	209601	glutamate rich 3	-0.710139967680757	2.91561539924935	25.7161170080706	1.07295954918849e-05	0.00146276531640962	-1.63596282759071
ENSMUSG00000027864	Ptgfrn	19221	prostaglandin F2 receptor negative regulator	-0.484737778015381	4.10183639793697	25.7084924670239	1.0754828844251e-05	0.00146276531640962	-1.39933150218361
ENSMUSG00000026628	Atf3	11910	activating transcription factor 3	0.909894365655598	4.08502126807864	26.2643497654014	1.0826896815382e-05	0.00146276531640962	1.87890791947538
ENSMUSG00000019647	Sema6a	20358	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6A	0.503099526387759	5.66838492520253	25.4361777393694	1.23828159683603e-05	0.00165719459742602	1.41725516451722
ENSMUSG00000026688	Mgst3	66447	microsomal glutathione S-transferase 3	-0.725457650748702	3.59188040825288	25.088989823168	1.30297645954358e-05	0.00171277318013535	-1.65342505150738
ENSMUSG00000025477	Inpp5a	212111	inositol polyphosphate-5-phosphatase A	-0.320161773540127	5.41539057025043	25.0865711515277	1.30395815208387e-05	0.00171277318013535	-1.24847053564121
ENSMUSG00000004317	Clcn5	12728	chloride channel, voltage-sensitive 5	0.475217311982785	4.52327101546492	24.6749683162795	1.48294467254675e-05	0.00193000487383011	1.39012759786424
ENSMUSG00000064329	Scn1a	20265	sodium channel, voltage-gated, type I, alpha	-0.47649908576437	6.28775891510449	24.8098311525338	1.51476608541094e-05	0.00195349742614905	-1.39136321650297
ENSMUSG00000029826	Zc3hav1	78781	zinc finger CCCH type, antiviral 1	0.787623970933133	2.93992510888402	24.5634020475373	1.53580098450834e-05	0.00195883950920563	1.72622912812782
ENSMUSG00000058258	Idi1	319554	isopentenyl-diphosphate delta isomerase	-0.332480397975582	5.94630165758567	24.5412613292969	1.5465249191529e-05	0.00195883950920563	-1.25917639244659
ENSMUSG00000028785	Hpca	15444	hippocalcin	-0.356561723001245	6.23958857800212	24.4567810075246	1.58817482874024e-05	0.0019937918690716	-1.28037083778849
ENSMUSG00000036438	Calm2	12314	calmodulin 2	-0.289331540528947	8.43498635872806	24.1565239404191	1.74604779348612e-05	0.00216836921642736	-1.22207390979134
ENSMUSG00000033174	Mgll	23945	monoglyceride lipase	-0.346260644401559	6.31566991629177	24.1353179581393	1.75780671006024e-05	0.00216836921642736	-1.27126134090384
ENSMUSG00000022055	Nefl	18039	neurofilament, light polypeptide	-0.319118305710113	8.87047775850052	24.0760517869662	1.7911156934791e-05	0.0021904109679047	-1.24756787236385
ENSMUSG00000041112	Elmo1	140580	engulfment and cell motility 1	-0.299288993247428	6.06581354263985	23.8740313197667	1.90975194802391e-05	0.00231553343031344	-1.23053781506806
ENSMUSG00000028937	Acot7	70025	acyl-CoA thioesterase 7	-0.396235322105001	6.35883723664084	23.7896134709673	1.96175760275031e-05	0.0023584316400522	-1.31606917532115
ENSMUSG00000024749	Tmc1	13409	transmembrane channel-like gene family 1	2.38121190014424	-0.331191842282802	23.6432257876821	2.05551468129806e-05	0.00245038077889867	5.20974189848927
ENSMUSG00000063694	Cycs	13063	cytochrome c, somatic	-0.333600981590847	5.82687856464177	23.5898624124632	2.09085867720617e-05	0.00247174343290389	-1.2601548116713
ENSMUSG00000036815	Dpp10	269109	dipeptidylpeptidase 10	-0.518717152294184	4.12039115874127	23.4816452367946	2.16451796196009e-05	0.00253767370317073	-1.43268073848604
ENSMUSG00000070687	Htr1d	15552	5-hydroxytryptamine (serotonin) receptor 1D	-0.782007103158122	2.54718199279526	23.3380389914876	2.26652040770581e-05	0.00263548020522251	-1.71952143858748
ENSMUSG00000060882	Kcnd2	16508	potassium voltage-gated channel, Shal-related family, member 2	-0.601680405166605	3.80378663863126	23.1411324408151	2.41470442171835e-05	0.00278495909971517	-1.51748305339499
ENSMUSG00000047963	Stbd1	52331	starch binding domain 1	-0.910001004946088	2.05322745541363	22.9474378640922	2.57048099861102e-05	0.0029407131811529	-1.87904680732563
ENSMUSG00000025403	Shmt2	108037	serine hydroxymethyltransferase 2 (mitochondrial)	0.3609877985022	5.1237643419218	22.8204092738152	2.67837587297208e-05	0.00303963521071856	1.28430494701943
ENSMUSG00000021573	Tppp	72948	tubulin polymerization promoting protein	-0.26225640095329	6.95837031682231	22.7278974887211	2.75995610585261e-05	0.00310736010457342	-1.19935304818988
ENSMUSG00000033316	Galnt9	231605	polypeptide N-acetylgalactosaminyltransferase 9	-0.551100005985237	3.16863057107734	22.5781290496736	2.89763633811641e-05	0.00323668260571019	-1.46520243726364
ENSMUSG00000015396	Cd83	12522	CD83 antigen	-0.671891843686346	2.54308439782166	22.4140482683048	3.05683442065246e-05	0.00338783227276373	-1.59316075163033
ENSMUSG00000014776	Nol3	78688	nucleolar protein 3 (apoptosis repressor with CARD domain)	-0.397772672656243	4.36480703412374	22.3557129103014	3.11563692205918e-05	0.00341316362505273	-1.31747233953872
ENSMUSG00000027950	Chrnb2	11444	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	-0.261364870636173	6.25616446305984	22.3437808043371	3.1278110197156e-05	0.00341316362505273	-1.19861212286583
ENSMUSG00000023159	Psg29	114872	pregnancy-specific glycoprotein 29	3.24621121048569	-1.42309195876596	22.9901573092521	3.19444360427566e-05	0.00345926541757668	9.48870503957573
ENSMUSG00000020303	Stc2	20856	stanniocalcin 2	0.868433778354543	1.96175908026913	22.1410065082484	3.34255891727707e-05	0.00359223793943125	1.82567982582001
ENSMUSG00000018965	Ywhah	22629	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide	-0.267975808139251	7.62883792784269	21.9440848218747	3.56605369700622e-05	0.00380361186058122	-1.20411718979886
ENSMUSG00000033966	Cdkl4	381113	cyclin-dependent kinase-like 4	-1.10218726660371	0.580095319219641	21.8749344647989	3.64823336270664e-05	0.00384905899853288	-2.14679921636425
ENSMUSG00000040703	Cyp2s1	74134	cytochrome P450, family 2, subfamily s, polypeptide 1	-0.753072654958252	1.91804824322288	21.8627430949598	3.66292799099068e-05	0.00384905899853288	-1.68537853350869
ENSMUSG00000049044	Rapgef4	56508	Rap guanine nucleotide exchange factor (GEF) 4	-0.385289090113715	4.8377368443724	21.6364358822537	3.94735630696012e-05	0.00411744092430414	-1.30612148409999
ENSMUSG00000022523	Fgf12	14167	fibroblast growth factor 12	-0.423547958983595	5.9959110951657	21.6428548616356	4.01084825585827e-05	0.004153130902015	-1.34122191269315
ENSMUSG00000059013	Sh2d3c	27387	SH2 domain containing 3C	0.570287203891783	3.38638345559373	21.524279817961	4.09687385954155e-05	0.00421146757764177	1.48481913093561
ENSMUSG00000044505	Lingo4	320747	leucine rich repeat and Ig domain containing 4	-1.08516034007791	0.992816479726777	21.233927334672	4.51241599329546e-05	0.00460526138711435	-2.12161126396724
ENSMUSG00000009292	Trpm2	28240	transient receptor potential cation channel, subfamily M, member 2	-0.434023382897245	3.06148774741636	21.2123162077105	4.54507521670513e-05	0.00460545978744136	-1.35099598101639
ENSMUSG00000036357	Gpr101	245424	G protein-coupled receptor 101	-2.28559275585608	-0.436841680558784	21.1350687832452	4.66386899390114e-05	0.00469231528705543	-4.87564388464588
ENSMUSG00000042388	Dlgap3	242667	DLG associated protein 3	-0.383741510062876	5.70521987628053	20.9531256551784	4.95681419718414e-05	0.00493927923735452	-1.30472115780561
ENSMUSG00000082229	Nap1l2	17954	nucleosome assembly protein 1-like 2	-0.368768306690207	5.35764732543351	20.9398289270659	4.97897173933242e-05	0.00493927923735452	-1.29124996205077
ENSMUSG00000035407	Kank4	242553	KN motif and ankyrin repeat domains 4	-0.773918131603323	1.94898384411521	20.8638664485742	5.10757689630255e-05	0.00503167262853805	-1.70990732117935
ENSMUSG00000031790	Mmp15	17388	matrix metallopeptidase 15	-0.422690121871562	3.70214254534012	20.7452686584591	5.31542631190917e-05	0.00515102441264019	-1.3404246493044
ENSMUSG00000029095	Ablim2	231148	actin-binding LIM protein 2	-0.317451226133245	4.88133692439038	20.7392556213634	5.32619963305915e-05	0.00515102441264019	-1.24612710096706
ENSMUSG00000015932	Dstn	56431	destrin	-0.291829460620428	7.53531398865935	20.7328726464834	5.3376609943473e-05	0.00515102441264019	-1.22419167350782
ENSMUSG00000027737	Slc7a11	26570	solute carrier family 7 (cationic amino acid transporter, y+ system), member 11	1.03234191452766	3.10539805311681	21.0079692759954	5.61381314458093e-05	0.00538091576142062	2.04534174382645
ENSMUSG00000020684	Rasl10b	276952	RAS-like, family 10, member B	-0.324656671338527	6.66376560475936	20.4789235797828	5.81546250729682e-05	0.00553678866634313	-1.25236636839948
ENSMUSG00000026576	Atp1b1	11931	ATPase, Na+/K+ transporting, beta 1 polypeptide	-0.256891278042395	8.59149965019125	20.3815458527332	6.01048092864127e-05	0.00568431216358034	-1.19490115333232
ENSMUSG00000051029	Serpinb1b	282663	serine (or cysteine) peptidase inhibitor, clade B, member 1b	-2.9421229216304	-0.73667666391087	20.3041598858504	6.17038465940818e-05	0.00579689250187844	-7.68541370235717
ENSMUSG00000090223	Pcp4	18546	Purkinje cell protein 4	-0.420534032302176	6.82616823302871	20.1857867028933	6.66892565337313e-05	0.00622403811307574	-1.3384228977161
