genes	Symbol	Entrezid	Genename	logFC	unshrunk.logFC	logCPM	PValue	FDR	FC
ENSMUSG00000030500	Slc17a6	140919	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	0.746743429733232	0.746800157456298	6.1842470134322	0.0200300744190964	0.999999999999993	1.67800083040253
ENSMUSG00000032318	Isl2	104360	insulin related protein 2 (islet 2)	-1.00565019253703	-1.00832351008367	1.77306641883492	0.0201613713268687	0.999999999999993	-2.00784818840334
ENSMUSG00000031145	Prickle3	54630	prickle planar cell polarity protein 3	-1.07381709896656	-1.08089833403952	-0.164201039781524	0.0215690653495534	0.999999999999993	-2.10499542679014
ENSMUSG00000074449	Gm15319	100040599	predicted gene 15319	-1.30960098887124	-1.31041337554547	3.03103328603877	0.0225341269062036	0.999999999999993	-2.4787297542544
ENSMUSG00000069516	Lyz2	17105	lysozyme 2	1.42483909626969	1.42761566721801	1.73400022734943	0.0240384052227938	0.999999999999993	2.68484554812621
ENSMUSG00000094065	Ccl21c	65956	chemokine (C-C motif) ligand 21C (leucine)	-11.9050538258917	-288538964.947204	-1.47302087586922	0.0266232620090229	0.999999999999993	-3835.11420811512
ENSMUSG00000037405	Icam1	15894	intercellular adhesion molecule 1	1.21805394702137	1.22568191171827	0.131291219508548	0.0267414017935648	0.999999999999993	2.32632707034267
ENSMUSG00000047988	4933428G20Rik	100141474	RIKEN cDNA 4933428G20 gene	-1.18965881606603	-1.20054192778742	-0.274228833567987	0.0269350792656124	0.999999999999993	-2.28098793555421
ENSMUSG00000038623	Tm6sf1	107769	transmembrane 6 superfamily member 1	-0.958451422284409	-0.960219816351644	1.5003154424181	0.0278840388085291	0.999999999999993	-1.94322293447018
ENSMUSG00000031965	Tbx20	57246	T-box 20	-0.998670610117623	-1.00117010765924	1.37879164817372	0.0282426969217815	0.999999999999993	-1.99815792313537
ENSMUSG00000045136	Tubb2b	73710	tubulin, beta 2B class IIB	0.900714091742007	0.901054962761896	3.87676245705769	0.0283235444935183	0.999999999999993	1.86698985964481
ENSMUSG00000064220	Hist2h2aa1	15267	histone cluster 2, H2aa1	3.67954074017066	3.69967936049129	0.474351405978095	0.0293444723469169	0.999999999999993	12.8130385579281
ENSMUSG00000046523	Kctd4	67516	potassium channel tetramerisation domain containing 4	-0.988235325656176	-0.991649814024624	0.928352162595475	0.0326485197289673	0.999999999999993	-1.98375701623827
ENSMUSG00000034795	Ccdc122	108811	coiled-coil domain containing 122	-1.24842854401734	-1.25832047541748	-0.419864215660935	0.0328741833043743	0.999999999999993	-2.37582495207238
ENSMUSG00000060594	Layn	244864	layilin	1.23128805001335	1.24020672528195	-0.293640792421548	0.0331502798810593	0.999999999999993	2.34776506701881
ENSMUSG00000039005	Tlr4	21898	toll-like receptor 4	1.35791653054227	1.3692253841915	-0.362701090095534	0.0333348514895615	0.999999999999993	2.56314754897846
ENSMUSG00000049409	Prokr1	58182	prokineticin receptor 1	-1.56166703917215	-1.58821650324584	-0.714125031507126	0.0335969586332698	0.999999999999993	-2.95194745025478
ENSMUSG00000022753	Tmem30c	71027	transmembrane protein 30C	-1.15605140839634	-1.16462306307261	-0.40210030604641	0.0345390361431673	0.999999999999993	-2.22846670848171
ENSMUSG00000097098	9330111N05Rik	319983	RIKEN cDNA 9330111N05 gene	-1.15234751588134	-1.1575349757002	0.373812561993192	0.0350420982510243	0.999999999999993	-2.22275280875602
ENSMUSG00000027386	Fbln7	70370	fibulin 7	1.11934717656064	1.12405895433916	0.323108489466222	0.0355164612005019	0.999999999999993	2.17248644656067
ENSMUSG00000097040	2610316D01Rik	72511	RIKEN cDNA 2610316D01 gene	-0.979248575012642	-0.983642851384775	0.47224160137644	0.0363002476525303	0.999999999999993	-1.97143832160515
ENSMUSG00000070995	Gm6313	622319	predicted gene 6313	-1.05958534971945	-1.06481906409214	0.20582077128252	0.03649263493285	0.999999999999993	-2.08433236996221
ENSMUSG00000050359	Sprr1a	20753	small proline-rich protein 1A	4.62574422315639	4.82680748175991	2.43541055523685	0.0368842000933402	0.999999999999993	24.6881054340694
ENSMUSG00000022952	Runx1	12394	runt related transcription factor 1	1.14343078228859	1.14804556721657	0.461564232299558	0.0386487996097681	0.999999999999993	2.20905721046284
ENSMUSG00000031842	Pde4c	110385	phosphodiesterase 4C, cAMP specific	-1.2927242823591	-1.30507061855195	-0.542738711555069	0.0399555555712253	0.999999999999993	-2.44990241109843
ENSMUSG00000048521	Cxcr6	80901	chemokine (C-X-C motif) receptor 6	-1.14893006228205	-1.15221615738057	0.874386757178767	0.0405202208587609	0.999999999999993	-2.21749378686147
ENSMUSG00000047228	A2ml1	232400	alpha-2-macroglobulin like 1	-0.938589263013452	-0.945408782987265	0.209810453685957	0.0419609658045536	0.999999999999993	-1.91665312588705
ENSMUSG00000016493	Cd46	17221	CD46 antigen, complement regulatory protein	-1.04921968016414	-1.05355900793555	0.396242957213367	0.0420230407281619	0.999999999999993	-2.06941024956713
ENSMUSG00000028111	Ctsk	13038	cathepsin K	-1.02618819371359	-1.03265726316994	-0.125446928094396	0.0427323920457602	0.999999999999993	-2.03663605311055
ENSMUSG00000004098	Col5a3	53867	collagen, type V, alpha 3	0.947708778189381	0.948153572701696	1.88633830935976	0.0429070862406746	0.999999999999993	1.92880698170746
ENSMUSG00000007041	Clic1	114584	chloride intracellular channel 1	0.762948522496694	0.763195438461772	3.95567075541166	0.0436309775835031	0.999999999999993	1.69695525244597
ENSMUSG00000053490	Trim60	234329	tripartite motif-containing 60	1.12417125282076	1.13251945739951	-0.114128971533282	0.043996866580422	0.999999999999993	2.17976295436569
ENSMUSG00000046215	Rprml	104582	reprimo-like	1.16280166891876	1.17098034353371	-0.274396527418701	0.0451004731389677	0.999999999999993	2.23891796621049
ENSMUSG00000021895	Arhgef3	71704	Rho guanine nucleotide exchange factor (GEF) 3	0.72679304282649	0.72709172976594	3.34299375958758	0.0466076457742483	0.999999999999993	1.65495620871127
ENSMUSG00000097207	6030443J06Rik	320719	RIKEN cDNA 6030443J06 gene	-0.938366182312989	-0.939218020941943	2.48513380635669	0.0488283970273561	0.999999999999993	-1.91635678102241
ENSMUSG00000029847	Slc23a4	243753	solute carrier family 23 member 4	-1.08055518542811	-1.08768824835113	-0.259235926049539	0.0497947193116349	0.999999999999993	-2.11484977206482
ENSMUSG00000050335	Lgals3	16854	lectin, galactose binding, soluble 3	1.35687460254877	1.36168739341773	0.993019192882664	0.0504304350031765	0.999999999999993	2.56129708788485
ENSMUSG00000046718	Bst2	69550	bone marrow stromal cell antigen 2	1.14354779401598	1.14857316433674	0.716926977137075	0.0508382863703926	0.999999999999993	2.20923638629382
ENSMUSG00000003411	Rab3b	69908	RAB3B, member RAS oncogene family	0.812125359350069	0.812951539838708	2.2477953030541	0.0527038423484476	0.999999999999993	1.75579615407314
ENSMUSG00000032854	Ugt8a	22239	UDP galactosyltransferase 8A	-1.37052090635632	-1.39541443201473	-0.754407139911573	0.0534993374768851	0.999999999999993	-2.58563907593725
ENSMUSG00000048721	Fndc9	320116	fibronectin type III domain containing 9	-0.85784613537509	-0.859857025334517	1.06427509510142	0.0554800957543656	0.999999999999993	-1.81233057966495
ENSMUSG00000030263	Lrmp	16970	lymphoid-restricted membrane protein	1.12944907957311	1.14167650748975	-0.624088102184365	0.0555818388307137	0.999999999999993	2.18775180852249
ENSMUSG00000029816	Gpnmb	93695	glycoprotein (transmembrane) nmb	0.886803367279607	0.887315408091703	3.12276010733163	0.0564809133823197	0.999999999999993	1.84907451867174
ENSMUSG00000022454	Nell2	54003	NEL-like 2	-0.684407125350224	-0.6845101768062	5.25783582970821	0.0569125386830224	0.999999999999993	-1.60704143306991
ENSMUSG00000033063	Cntnap3	238680	contactin associated protein-like 3	0.913122921800184	0.915546667404079	0.637572318688921	0.0575140399959589	0.999999999999993	1.88311736930678
ENSMUSG00000027500	Stmn2	20257	stathmin-like 2	0.672377078832938	0.672435429621596	5.96207388046015	0.0592894609505307	0.999999999999993	1.59369668444245
ENSMUSG00000037206	Islr	26968	immunoglobulin superfamily containing leucine-rich repeat	1.40552756035183	1.4120176816201	0.336197148752638	0.059431658116212	0.999999999999993	2.64914637551179
ENSMUSG00000025389	Mip	17339	major intrinsic protein of lens fiber	3.4467871289851	3.51203387084002	-0.605577069045144	0.0606339382360867	0.999999999999993	10.9040118423185
ENSMUSG00000035095	Fam167a	219148	family with sequence similarity 167, member A	1.1281957673099	1.13368703621752	0.197827083469254	0.0615598699020326	0.999999999999993	2.18585206849657
ENSMUSG00000034226	Rhov	228543	ras homolog family member V	0.850522067701746	0.852686245442365	0.912276524181332	0.0620385719596386	0.999999999999993	1.80315331382354
ENSMUSG00000026315	Serpinb8	20725	serine (or cysteine) peptidase inhibitor, clade B, member 8	-0.923462004953095	-0.926138541317295	0.596779080981716	0.0628724246292275	0.999999999999993	-1.89666121492873
ENSMUSG00000032802	Srxn1	76650	sulfiredoxin 1 homolog (S. cerevisiae)	0.658740934482985	0.658775242321416	6.58490207089338	0.0653083014169035	0.999999999999993	1.57870425918168
ENSMUSG00000036110	Slc17a2	218103	solute carrier family 17 (sodium phosphate), member 2	-0.942491068677862	-0.944118336505733	1.61044284697892	0.0694529811048783	0.999999999999993	-1.92184377928706
ENSMUSG00000086247	Gm15787	100504007	predicted gene 15787	-0.929632635798569	-0.934014527101904	0.321356143575587	0.070096122632644	0.999999999999993	-1.90479090321079
ENSMUSG00000039497	Dse	212898	dermatan sulfate epimerase	0.821136360911378	0.822881681709448	1.26269913974365	0.0710192133890483	0.999999999999993	1.76679708951873
ENSMUSG00000096916	Zfp850	100043772	zinc finger protein 850	1.87434570157807	1.87971377954617	0.952247123248751	0.0713674387056048	0.999999999999993	3.66635301256459
ENSMUSG00000033544	Angptl1	72713	angiopoietin-like 1	-1.11471122186063	-1.12665109279524	-0.657006969927741	0.0714809736294139	0.999999999999993	-2.16551658540861
ENSMUSG00000067235	H2-Q10	15007	histocompatibility 2, Q region locus 10	-0.971786271776597	-0.981707734358869	-0.345136020541778	0.0731379364490248	0.999999999999993	-1.9612674342636
ENSMUSG00000074489	Bglap3	12095	bone gamma-carboxyglutamate protein 3	-0.910016008160457	-0.912543382125574	1.62975374597183	0.0742044628439799	0.999999999999993	-1.87906634845376
ENSMUSG00000084834	4930565N06Rik	68306	RIKEN cDNA 4930565N06 gene	-0.915753923690713	-0.916853691962783	2.04830786491077	0.0744254260825091	0.999999999999993	-1.8865546901838
ENSMUSG00000044626	Liph	239759	lipase, member H	0.926382010566692	0.930074364479852	0.242051703081054	0.0760259463059625	0.999999999999993	1.90050393270604
ENSMUSG00000097662	A630020A06	328489	uncharacterized A630020A06	-1.25262751891101	-1.26250177868626	-0.346693291412016	0.0764763476237569	0.999999999999993	-2.38274988131372
ENSMUSG00000086219	Srrm4os	76798	serine/arginine repetitive matrix 4, opposite strand	-0.867127203564718	-0.867557561190977	3.45814455331299	0.0772651812158102	0.999999999999993	-1.82402714986855
ENSMUSG00000035694	Caps2	353025	calcyphosphine 2	-0.861719177677747	-0.862012960893587	3.95669603525672	0.0777054811201435	0.999999999999993	-1.81720247782413
ENSMUSG00000096054	Syne1	64009	spectrin repeat containing, nuclear envelope 1	-0.882419044564079	-0.88262154302449	4.63851845367116	0.0794359459618915	0.999999999999993	-1.84346374630657
ENSMUSG00000072683	Gm7457	665037	predicted gene 7457	-1.06175269402863	-1.0700316843829	-0.423334697384637	0.0797186997946746	0.999999999999993	-2.08746599192733
ENSMUSG00000092086	Gm6793	627828	heterogeneous nuclear ribonucleoprotein A3 pseudogene	-1.10230384539978	-1.10855025897127	0.141059862469748	0.0806269410811337	0.999999999999993	-2.14697269819718
ENSMUSG00000062438	Adam1b	280667	a disintegrin and metallopeptidase domain 1b	-1.17514742696228	-1.18032280148158	0.135673799774026	0.081693000001691	0.999999999999993	-2.25815955594801
ENSMUSG00000053398	Phgdh	236539	3-phosphoglycerate dehydrogenase	0.847993105334904	0.848585060301123	3.61818811891617	0.0828512621136683	0.999999999999993	1.79999525735732
ENSMUSG00000085181	Gm12709	100504717	predicted gene 12709	-0.798883073811902	-0.800083972744558	1.803526405877	0.083595435121693	0.999999999999993	-1.73975369778507
ENSMUSG00000047854	Stx19	68159	syntaxin 19	-0.865237768926162	-0.866663634055082	1.77638633354083	0.0840008616804344	0.999999999999993	-1.82163986483656
ENSMUSG00000032268	Tmprss5	80893	transmembrane protease, serine 5 (spinesin)	-0.898473388777585	-0.903699990791126	0.0498056582692247	0.0843169112032816	0.999999999999993	-1.86409241936618
ENSMUSG00000097325	Gm16897	320400	predicted gene, 16897	-0.871605868978323	-0.876457806038716	0.142895314773758	0.084519856593524	0.999999999999993	-1.82969841118699
ENSMUSG00000051747	Ttn	22138	titin	-0.852761050553652	-0.853721007171954	2.35865327394561	0.0846489391444216	0.999999999999993	-1.80595388056426
ENSMUSG00000078808	Vmn1r58	81014	vomeronasal 1 receptor 58	-0.755693804605888	-0.755846700061232	4.69586111315027	0.0849299249473261	0.999999999999993	-1.68844338416925
ENSMUSG00000074646	6430550D23Rik	320095	RIKEN cDNA 6430550D23 gene	-0.793703125595682	-0.795627476888218	1.12448094624355	0.085054986604297	0.999999999999993	-1.73351837097683
ENSMUSG00000075044	Slc22a29	236293	solute carrier family 22. member 29	-0.948776960482714	-0.950614990253607	1.38109575230708	0.0850638010900229	0.999999999999993	-1.93023561376918
ENSMUSG00000027474	Ccm2l	228788	cerebral cavernous malformation 2-like	-0.876185459414516	-0.882066120407192	-0.0764449399936247	0.0851913365410214	0.999999999999993	-1.83551570623153
ENSMUSG00000044456	Rin3	217835	Ras and Rab interactor 3	0.872923876649798	0.878127687674618	-0.00395259441924239	0.0861817115051094	0.999999999999993	1.83137073858566
ENSMUSG00000050164	Mchr1	207911	melanin-concentrating hormone receptor 1	0.854830209602786	0.859245612379959	0.31502368285364	0.0866407691953639	0.999999999999993	1.80854589530935
ENSMUSG00000041548	Hspb8	80888	heat shock protein 8	0.735247415375215	0.735728148350039	2.97793866473743	0.0870563252109832	0.999999999999993	1.66468293019294
ENSMUSG00000091898	Tnnc1	21924	troponin C, cardiac/slow skeletal	0.926143815175528	0.93055579516521	0.216659447996769	0.0882008069933201	0.999999999999993	1.90019017692522
ENSMUSG00000021091	Serpina3n	20716	serine (or cysteine) peptidase inhibitor, clade A, member 3N	1.06850420138539	1.06892378178347	5.09471010741838	0.0882239046592445	0.999999999999993	2.09725778471802
ENSMUSG00000031490	Eif4ebp1	13685	eukaryotic translation initiation factor 4E binding protein 1	0.815010229599162	0.819297114200767	0.493204969987091	0.0891934839457724	0.999999999999993	1.75931062639992
ENSMUSG00000004110	Cacna1e	12290	calcium channel, voltage-dependent, R type, alpha 1E subunit	-0.7817639201807	-0.782202184628174	3.37930772051142	0.0896621062499068	0.999999999999993	-1.7192316177379
ENSMUSG00000031688	Pou4f2	18997	POU domain, class 4, transcription factor 2	-0.72210969718194	-0.722771738360582	2.95869540909239	0.0915045177410211	0.999999999999993	-1.64959252135097
ENSMUSG00000058914	C1qtnf3	81799	C1q and tumor necrosis factor related protein 3	-0.957791666157619	-0.964584723798114	-0.330520169323589	0.0933223771215119	0.999999999999993	-1.94233448604662
ENSMUSG00000043943	Naalad2	72560	N-acetylated alpha-linked acidic dipeptidase 2	-0.829099609727032	-0.831224410564222	1.03720910961904	0.0936978400572037	0.999999999999993	-1.77657624973882
ENSMUSG00000039899	Fgl2	14190	fibrinogen-like protein 2	1.27827551743541	1.29810846289058	-0.821242132265699	0.0944235717280083	0.999999999999993	2.42548879951807
ENSMUSG00000027313	Chac1	69065	ChaC, cation transport regulator 1	0.988646320078118	0.989634268773822	2.77581593237631	0.0962193833463408	0.999999999999993	1.98432222869767
ENSMUSG00000061462	Obscn	380698	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	-0.787793107302231	-0.789087462743669	1.60520835151837	0.0962744494487141	0.999999999999993	-1.72643151687527
ENSMUSG00000024041	Cryaa	12954	crystallin, alpha A	2.51576518430163	2.51980258932416	4.29206285187495	0.0964572664331203	0.999999999999993	5.71900903326123
ENSMUSG00000090019	Gimap1	16205	GTPase, IMAP family member 1	-0.860758201163668	-0.865073147278709	0.176483312830995	0.0974727432886538	0.999999999999993	-1.81599244563976
ENSMUSG00000072674	Plac9b	100039246	placenta specific 9b	0.968488588043956	0.970026014921053	1.67143060135939	0.0978686775892154	0.999999999999993	1.95678952773611
ENSMUSG00000071860	2900055J20Rik	73001	RIKEN cDNA 2900055J20 gene	-0.812099052983045	-0.815295609334191	0.630849136671327	0.0980088757012388	0.999999999999993	-1.75576413885465
ENSMUSG00000024871	Doc2g	60425	double C2, gamma	-0.718842816516981	-0.719415075018869	2.74613075826398	0.0984672258644928	0.999999999999993	-1.64586136207315
ENSMUSG00000036826	Igflr1	101883	IGF-like family receptor 1	-2.16532706194965	-2.18311270121435	-0.430995609436659	0.0990470850459025	0.999999999999993	-4.48568111003982
ENSMUSG00000044986	Tst	22117	thiosulfate sulfurtransferase, mitochondrial	0.798137003428767	0.80026279618171	1.13513714837287	0.100977199796839	0.999999999999993	1.73885424009457
ENSMUSG00000097360	9430065F17Rik	77857	RIKEN cDNA 9430065F17 gene	-0.810212193090257	-0.813880033426668	0.213743721577399	0.102894423203645	0.999999999999993	-1.75346932576273
ENSMUSG00000046186	Cd109	235505	CD109 antigen	1.44916479177078	1.46578254015874	-1.07249034171818	0.103614106002853	0.999999999999993	2.73049930910873
ENSMUSG00000047986	Palm3	74337	paralemmin 3	0.767608683321011	0.769805556415571	0.79161308238942	0.104525700071313	0.999999999999993	1.70244558143747
ENSMUSG00000028755	Cda	72269	cytidine deaminase	0.771010802064307	0.773601634619328	0.83991879447349	0.104803903175371	0.999999999999993	1.70646497319698
ENSMUSG00000097321	1700028E10Rik	625175	RIKEN cDNA 1700028E10 gene	-0.846605528334061	-0.849328656355926	0.867193628953652	0.105234442962131	0.999999999999993	-1.79826486303984
