genes	Symbol	Entrezid	Genename	logFC.a1_DJvsC	logFC.a2_JvsC	logFC.a3_DvsC	logCPM	F	PValue	FDR
ENSMUSG00000031491	Chrna6	11440	cholinergic receptor, nicotinic, alpha polypeptide 6	0.857622719823799	0.695245885693062	0.112356448562033	6.25066827978203	23.1704247736397	1.31749701446099e-08	1.3350009033674e-05
ENSMUSG00000063632	Sox11	20666	SRY (sex determining region Y)-box 11	-2.23220438426795	-1.42047030537327	-0.232937591852909	1.53363957552201	22.6925097461828	1.41585635572814e-08	1.33902255082396e-05
ENSMUSG00000051648	Kctd19	279499	potassium channel tetramerisation domain containing 19	2.21121483951495	1.91665476581353	-0.605104793139344	0.163146694376384	22.3661834065003	1.68378823497898e-08	1.49288874383824e-05
ENSMUSG00000039114	Nrn1	68404	neuritin 1	-0.0561680672242115	-0.350875453555319	0.570873635021076	5.3419389618188	20.6721724102341	4.25010733766258e-08	3.54658957012244e-05
ENSMUSG00000000555	Itga5	16402	integrin alpha 5 (fibronectin receptor alpha)	-1.07430493739008	-1.04308454131714	0.361027308779667	1.83429455484299	20.3907116973238	4.97900200450536e-08	3.92400680199517e-05
ENSMUSG00000030272	Camk1	52163	calcium/calmodulin-dependent protein kinase I	-0.925144345080813	-0.714461026374382	-0.332115253553188	4.23227052296095	19.9123072277338	6.53594378420856e-08	4.87994202751488e-05
ENSMUSG00000031688	Pou4f2	18997	POU domain, class 4, transcription factor 2	1.29871688934415	1.19025797436816	0.468148277186224	2.95869540909239	19.2700511741354	9.47629411307782e-08	6.63866625520837e-05
ENSMUSG00000096257	Ccer2	100504112	coiled-coil glutamate-rich protein 2	3.31778046092728	2.66481925845262	0.551180943984737	-0.825669131477116	19.2078132781064	9.82743489069335e-08	6.63866625520837e-05
ENSMUSG00000007041	Clic1	114584	chloride intracellular channel 1	-0.925930890303189	-0.867127128785483	-0.104178606288789	3.95567075541166	18.4385657582111	1.54977377999916e-07	9.99322311048547e-05
ENSMUSG00000030500	Slc17a6	140919	solute carrier family 17 (sodium-dependent inorganic phosphate cotransporter), member 6	-0.221422007931245	-0.478359518669	0.268383911064232	6.1842470134322	17.736353489074	2.37171507079398e-07	0.00014628326084471
ENSMUSG00000044499	Hs3st5	319415	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	-0.371401798356125	-0.558023264926731	0.251769281129122	3.66276002395231	17.1003716786685	3.51597281988917e-07	0.000207823293428949
ENSMUSG00000041959	S100a10	20194	S100 calcium binding protein A10 (calpactin)	-0.888759904490181	-0.985101692822346	-0.367356819123762	3.61474733624498	16.8399748524586	4.14074962941415e-07	0.000234962696971476
ENSMUSG00000027465	Tbc1d20	67231	TBC1 domain family, member 20	-0.342863839495661	-0.27291399335211	0.0572419968193189	6.13366313424324	16.5966025701852	4.83081571067896e-07	0.000263576737198814
ENSMUSG00000049511	Htr1b	15551	5-hydroxytryptamine (serotonin) receptor 1B	0.707124196058971	0.847971220523474	-0.158947183550038	3.44041565855866	16.0659664043882	6.78996548474018e-07	0.000356749816172312
ENSMUSG00000019558	Slc6a8	102857	solute carrier family 6 (neurotransmitter transporter, creatine), member 8	-0.427205327501457	-0.372351612996647	0.0160331980008894	6.4929341693838	15.9439166972835	7.34932365578128e-07	0.000372348233503261
ENSMUSG00000022044	Stmn4	56471	stathmin-like 4	-0.411727240676782	-0.546663227668581	0.342234571294144	4.93451292920974	15.9138407562241	7.71028419315976e-07	0.000377165832979877
ENSMUSG00000049723	Mmp12	17381	matrix metallopeptidase 12	-0.98367292717805	-1.20436814721609	0.116288497521467	3.96413425424881	15.819913437664	1.12803856627446e-06	0.000533411836705649
ENSMUSG00000000078	Klf6	23849	Kruppel-like factor 6	-0.524569276209686	-0.5553506051773	-0.0414272206025358	5.05340255390998	14.6522935166633	1.73392664169911e-06	0.0007934672044885
ENSMUSG00000025272	Tro	56191	trophinin	0.431586789940608	0.338916847808406	-0.0122561640188847	5.75516618614292	13.9219583711691	2.86690478304941e-06	0.00127093472663559
ENSMUSG00000023905	Tnfrsf12a	27279	tumor necrosis factor receptor superfamily, member 12a	-0.810608686745716	-0.978219598348652	0.176998755970703	3.37128347318976	13.6937181919661	3.48986113166061e-06	0.0014724657793259
ENSMUSG00000041548	Hspb8	80888	heat shock protein 8	-1.12425359891972	-0.792736134888866	-0.0574887195136514	2.97793866473743	13.6052205329285	3.58032219496624e-06	0.0014724657793259
ENSMUSG00000024256	Adcyap1	11516	adenylate cyclase activating polypeptide 1	-0.671624822491497	-0.763141113260342	0.596609094868974	2.71835204890032	13.5845689732283	3.63289879292305e-06	0.0014724657793259
ENSMUSG00000039518	Cdsn	386463	corneodesmosin	-2.85402409786346	-1.71091569898281	-1.60528091242881	0.174163030302324	13.1320459578035	5.01414321761542e-06	0.00195697656060561
ENSMUSG00000027560	Dok5	76829	docking protein 5	-0.613871295584445	-0.719822846891133	-0.188800585918388	3.30130691508824	13.1072671221876	5.10419658412572e-06	0.00195697656060561
ENSMUSG00000046607	Hrk	12123	harakiri, BCL2 interacting protein (contains only BH3 domain)	-1.33275224349177	-1.44835957678039	0.00855736281272707	2.47960654052226	13.0678661570062	5.25091056724889e-06	0.00196024782386823
ENSMUSG00000026247	Ecel1	13599	endothelin converting enzyme-like 1	-2.74334461281907	-2.57792251115617	-0.655153500618255	3.95528212362007	13.7493620254424	5.79960434652972e-06	0.00210956890409924
ENSMUSG00000054409	Tmem74	239408	transmembrane protein 74	-0.853556499168068	-1.00103015894642	-0.0866364922002564	1.58367910209043	12.745637122235	6.63082689138489e-06	0.00232471475054597
ENSMUSG00000047261	Gap43	14432	growth associated protein 43	-0.752001393581284	-0.69380147935282	-0.305327236337904	4.95765038632307	12.7216126904207	6.74795098506536e-06	0.00232471475054597
ENSMUSG00000021895	Arhgef3	71704	Rho guanine nucleotide exchange factor (GEF) 3	0.00688422990579892	-0.136982120300572	0.589810922525918	3.34299375958758	12.6825413600188	6.94310126935218e-06	0.00232471475054597
ENSMUSG00000032231	Anxa2	12306	annexin A2	-0.709002931536921	-0.943660844452537	-0.0764497864397303	3.15142995840233	12.6531003965538	7.09406721495558e-06	0.00232471475054597
ENSMUSG00000032515	Csrnp1	215418	cysteine-serine-rich nuclear protein 1	-1.05853079994316	-0.795295661163081	0.175248962226178	2.22824341232528	12.6308499422554	7.21045037530119e-06	0.00232471475054597
ENSMUSG00000020658	Efr3b	668212	EFR3 homolog B	0.400040994587008	0.385533385262212	0.0320865340172268	6.77608556850208	12.2798936783066	9.33734696891711e-06	0.00294354675780129
ENSMUSG00000004891	Nes	18008	nestin	-1.15078191845257	-1.12158067308216	-0.833560169820626	2.92740959787741	12.0673974500837	1.09377823132408e-05	0.00337311695425291
ENSMUSG00000036815	Dpp10	269109	dipeptidylpeptidase 10	0.651692804052231	0.616397470248361	0.0955736289876128	4.12039115874127	12.0286515494562	1.12594567363763e-05	0.00339843943111138
ENSMUSG00000030342	Cd9	12527	CD9 antigen	-0.579144290638454	-0.521976848082317	-0.343774133503212	5.62061397637692	11.9905836578967	1.15852027588166e-05	0.00342391013201191
ENSMUSG00000021260	Hhipl1	214305	hedgehog interacting protein-like 1	-1.29400659788268	-1.02426187609115	-0.600876761159539	1.20780733997197	11.6070920422745	1.54776530885309e-05	0.0044809385043653
ENSMUSG00000046275	Tusc5	237858	tumor suppressor candidate 5	0.668879299116339	0.683810149904576	0.106813040211739	4.69968378451933	11.5610048319967	1.61971007929437e-05	0.004595441436974
ENSMUSG00000074457	S100a16	67860	S100 calcium binding protein A16	-0.722166223000802	-0.812491392621698	-0.530143998367252	4.1445470583519	11.0589878777079	2.35949684705295e-05	0.006563102406332
ENSMUSG00000031302	Nlgn3	245537	neuroligin 3	0.387004834228773	0.363816505683585	0.0517972807380573	5.51627652870487	10.8762822570093	2.72112977866224e-05	0.00733787616223801
ENSMUSG00000034683	Ppp1r1c	75276	protein phosphatase 1, regulatory (inhibitor) subunit 1C	1.51871274004182	1.97196548405958	-0.0530407060558875	0.271964453245608	10.8667689760565	2.74148763991692e-05	0.00733787616223801
ENSMUSG00000031799	Tpm4	326618	tropomyosin 4	-0.380741424618683	-0.376866803266577	0.00135928940196584	4.67904719965536	10.8131817491799	2.85919157479176e-05	0.0075112021629622
ENSMUSG00000017167	Cntnap1	53321	contactin associated protein-like 1	0.378206591843326	0.264453347498986	0.0166148762507866	6.29279050970247	10.7264754989806	3.06102700669011e-05	0.00789522347580106
ENSMUSG00000035189	Ano4	320091	anoctamin 4	-0.458624575051021	-0.479965236869743	-0.00445690403054415	3.37831225525711	10.6985175215823	3.12925756583153e-05	0.00792707996944396
ENSMUSG00000025582	Nptx1	18164	neuronal pentraxin 1	0.453893053979792	0.357952266268953	0.242194300068705	6.71041976146118	10.616644260196	3.33841913365371e-05	0.0083085638298266
ENSMUSG00000032452	Clstn2	64085	calsyntenin 2	0.702273044886095	0.526958851614481	-0.00156240679994074	4.66133758106362	10.565439112418	3.57132102151745e-05	0.00873495862262871
ENSMUSG00000064329	Scn1a	20265	sodium channel, voltage-gated, type I, alpha	0.598609237535619	0.462980080210002	0.110540859608118	6.28775891510449	10.11470792272	5.35544828426594e-05	0.012876676162813
ENSMUSG00000032318	Isl2	104360	insulin related protein 2 (islet 2)	1.17348052741971	1.17719495680761	0.171544764270577	1.77306641883492	9.97716548849075	5.57529094019204e-05	0.0130565671150494
ENSMUSG00000029161	Cgref1	68567	cell growth regulator with EF hand domain 1	-0.828209013937344	-0.859917523072765	-0.422780230520495	2.4576939390214	9.96857682006463	5.61434226715082e-05	0.0130565671150494
ENSMUSG00000042109	Csdc2	105859	cold shock domain containing C2, RNA binding	-0.170825732380618	-0.275801719281561	0.146762298168305	6.45581923752916	9.94711645818554	5.71318090015141e-05	0.0130721264918626
ENSMUSG00000038065	Mturn	68235	maturin, neural progenitor differentiation regulator homolog (Xenopus)	-0.202369802103055	-0.149023805447167	0.220867551534365	5.32940499581075	9.88289824821312	6.02002081708205e-05	0.013555557985893
ENSMUSG00000015745	Plekho1	67220	pleckstrin homology domain containing, family O member 1	-0.590327877197596	-0.483632492394592	-0.0539568594009582	3.96595545719254	9.81007768645779	6.3890280625177e-05	0.0138838831494926
ENSMUSG00000001473	Tubb6	67951	tubulin, beta 6 class V	-1.34208110685881	-1.22192823903714	-1.36603172159431	1.55940257188448	9.80338768000185	6.42410068039934e-05	0.0138838831494926
ENSMUSG00000036422	Pcdh8	18530	protocadherin 8	0.47591061671767	0.411098094929291	0.0652281299992014	4.46405537166773	9.79668533540689	6.45944091263578e-05	0.0138838831494926
ENSMUSG00000018417	Myo1b	17912	myosin IB	0.477966959481568	0.422261325901541	0.225216539359684	4.74040817432012	9.7321982700279	6.81009525573983e-05	0.0144191061638694
ENSMUSG00000030337	Vamp1	22317	vesicle-associated membrane protein 1	0.262373564924785	0.27531328906539	-0.062929822799848	6.11915766308522	9.66300981064715	7.20864980418583e-05	0.0147090723253637
ENSMUSG00000030341	Tnfrsf1a	21937	tumor necrosis factor receptor superfamily, member 1a	-0.804616964316	-1.03343711482557	-0.474596078115261	3.0166882849479	9.66040077874285	7.22415019257487e-05	0.0147090723253637
ENSMUSG00000026728	Vim	22352	vimentin	-0.650378103134753	-0.764281436794024	-0.34237998869451	6.69228150191871	9.92738620704474	7.25810702647299e-05	0.0147090723253637
ENSMUSG00000018774	Cd68	12514	CD68 antigen	-1.05087951065238	-1.07259248962892	0.513540988650917	1.22113212453172	9.62653465888632	7.42855873948628e-05	0.0148424696166693
ENSMUSG00000059854	Hydin	244653	HYDIN, axonemal central pair apparatus protein	2.4404333470294	0.866524686738033	0.430951086965757	0.196864347364013	9.5448185694291	7.94720835045572e-05	0.0156582080082729
ENSMUSG00000002900	Lamb1	16777	laminin B1	0.627598203589573	0.401462580020939	-0.0100836143690387	3.80385913284054	9.49730601901114	8.26613877628645e-05	0.0160634855726575
ENSMUSG00000061911	Myt1l	17933	myelin transcription factor 1-like	0.549925441712104	0.387140001463486	0.319015548845826	5.76039355675517	9.45524741730034	8.55968405179486e-05	0.016409145670103
ENSMUSG00000026959	Grin1	14810	glutamate receptor, ionotropic, NMDA1 (zeta 1)	0.414559275259032	0.380326490058247	0.114666523287477	6.19757962763056	9.36489670933209	9.22794114667819e-05	0.0174543430809036
ENSMUSG00000024143	Rhoq	104215	ras homolog family member Q	-0.277096878041128	-0.312104186002005	0.104383724319225	5.1845741578223	9.26775830183058	0.000100079166403965	0.0185732889779523
ENSMUSG00000033039	Micall1	27008	microtubule associated monooxygenase, calponin and LIM domain containing -like 1	-0.422643668906576	-0.325880838881847	0.0545152487164596	5.46356527875066	9.25109385569613	0.000101485406680307	0.0185732889779523
ENSMUSG00000059895	Ptp4a3	19245	protein tyrosine phosphatase 4a3	-0.451728315240695	-0.415705392020609	-0.184786180955668	8.74729569854738	9.24361819088941	0.00010212297619345	0.0185732889779523
ENSMUSG00000026235	Epha4	13838	Eph receptor A4	0.569967332846799	0.319941867790148	0.103542499529225	5.65396660783986	9.0947382708708	0.000115736521520164	0.020782763218798
ENSMUSG00000025283	Sat1	20229	spermidine/spermine N1-acetyl transferase 1	-0.475745944184671	-0.395962646862567	-0.23261970457378	5.12476013270755	9.07401158643852	0.00011777789443548	0.0208849651307715
ENSMUSG00000022055	Nefl	18039	neurofilament, light polypeptide	0.394082702889104	0.295977918470186	0.352270589483238	8.87047775850052	9.03928528884278	0.000121283309285898	0.021241049697898
ENSMUSG00000038539	Atf5	107503	activating transcription factor 5	-0.60360738939331	-0.320617174615279	-0.293842926305235	4.67848643583021	8.9933606517318	0.000126088282180438	0.0215096576480809
ENSMUSG00000068373	D430041D05Rik	241589	RIKEN cDNA D430041D05 gene	0.751568063135076	0.465316930224038	-0.0152114454553499	3.56943239910856	8.9911701984098	0.000126322401695024	0.0215096576480809
ENSMUSG00000062380	Tubb3	22152	tubulin, beta 3 class III	-0.38617620684549	-0.454730422359741	-0.117315248772107	6.13127311916119	8.98145959971756	0.000127365800256506	0.0215096576480809
ENSMUSG00000040690	Col16a1	107581	collagen, type XVI, alpha 1	-1.65994125925606	-1.21678535990963	-1.21748099946877	1.14912817755625	8.84697741881751	0.000142784384283897	0.0238298738288396
ENSMUSG00000022146	Osmr	18414	oncostatin M receptor	-0.817604169813214	-1.05724122246491	-0.788305381076757	3.44432654729356	8.77471409986947	0.000163489251154338	0.0269681222892493
ENSMUSG00000008393	Carhsp1	52502	calcium regulated heat stable protein 1	-0.560800490728632	-0.579518036986857	-0.274688827385452	4.06889699493599	8.62118290069242	0.000173241939838476	0.0282387307702132
ENSMUSG00000028603	Scp2	20280	sterol carrier protein 2, liver	-0.226014562680295	-0.190672030583245	0.0105856263923436	7.19703312249588	8.60703453947679	0.000175364647728359	0.0282387307702132
ENSMUSG00000025789	St8sia2	20450	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2	0.453898871381675	0.399634329425592	0.159812363272698	4.57640869149615	8.59426889646921	0.00017730334933046	0.0282387307702132
ENSMUSG00000036437	Npy1r	18166	neuropeptide Y receptor Y1	1.3766736161877	1.03670617348835	0.546079774051399	0.906573023971675	8.58221580981466	0.000179154502278245	0.0282387307702132
ENSMUSG00000035681	Kcnc2	268345	potassium voltage gated channel, Shaw-related subfamily, member 2	0.383108979524102	0.299213655770633	0.121851869540896	5.61951699386203	8.54089557248129	0.000185656186984406	0.0289419633907779
ENSMUSG00000030095	Tmem43	74122	transmembrane protein 43	-0.364463187242389	-0.362300804535176	-0.0171298497901267	4.70896948679345	8.49333090084211	0.000193448391649097	0.0298289009123271
ENSMUSG00000038486	Sv2a	64051	synaptic vesicle glycoprotein 2 a	0.367515524511825	0.282934155644662	0.151090065242408	8.54409545775085	8.45440557313793	0.000200080641570233	0.0305198277560788
ENSMUSG00000018340	Anxa6	11749	annexin A6	-0.400159328927473	-0.427864385230271	-0.0803297010152958	5.11855659460943	8.43738197941554	0.000203055841388683	0.0306441507014878
ENSMUSG00000074968	Ano3	228432	anoctamin 3	0.672367241656955	0.387859407998301	-0.0603688697763588	3.7705742764536	8.37268046570186	0.000214794364468088	0.032074451098361
ENSMUSG00000048440	Cyp4f16	70101	cytochrome P450, family 4, subfamily f, polypeptide 16	-0.41550367911352	-0.502586223515842	-0.0103335268355695	3.19027684650505	8.3292214677318	0.000223077415298988	0.0329643355565775
ENSMUSG00000026078	Pdcl3	68833	phosducin-like 3	-0.298490393416277	-0.200303377679361	0.0851722238129327	5.27867931359199	8.31432222101549	0.000225993777113422	0.0330510074446496
ENSMUSG00000050022	Amz1	231842	archaelysin family metallopeptidase 1	-1.89110486556037	-1.63707323599823	-1.02183914406949	-0.0488092411066123	8.29542095783528	0.000229751209713012	0.033257659806008
ENSMUSG00000020230	Prmt2	15468	protein arginine N-methyltransferase 2	-0.41378755424479	-0.356852228088429	0.0197264552992472	5.05311805059205	8.21138788148196	0.000247268059706085	0.035345218612476
ENSMUSG00000078532	Nkain1	67149	Na+/K+ transporting ATPase interacting 1	-0.777180190771539	-0.979736132495028	-0.403069840265523	1.69127028251647	8.19141250121594	0.000251634754766074	0.035345218612476
ENSMUSG00000004040	Stat3	20848	signal transducer and activator of transcription 3	-0.693720085803324	-0.79808579745718	-0.655297609655914	6.21742520362482	8.47357018258501	0.000251986215091289	0.035345218612476
ENSMUSG00000040652	Oaz2	18247	ornithine decarboxylase antizyme 2	-0.273310040604385	-0.280023587086401	0.0299973278062702	6.79641950250631	8.18012154908778	0.000254138749363637	0.035345218612476
ENSMUSG00000028780	Sema3c	20348	sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3C	-0.511390515077755	-0.687338947875157	0.386789388115163	2.35896356033142	8.13859155476157	0.000263576262959648	0.0363018724887919
ENSMUSG00000002083	Bbc3	170770	BCL2 binding component 3	-1.21936196798232	-0.657188589160743	-1.01530463416973	1.15909643822354	8.10448041409366	0.000271602953235254	0.0370476874480319
ENSMUSG00000044716	Dok7	231134	docking protein 7	-0.6731302160567	-0.620342664308946	-0.0231676081806819	2.2353987488406	8.08315416341399	0.000276751268080293	0.0373904141808289
ENSMUSG00000054855	Rnd1	223881	Rho family GTPase 1	-0.499528472688872	-0.575913417597969	-0.0597553627509672	3.43614778641514	8.05848037964033	0.000282835803601631	0.0375693301980021
ENSMUSG00000046999	1110032F04Rik	68725	RIKEN cDNA 1110032F04 gene	1.29823276778368	1.45738185166946	-0.499894033574505	0.299185147175695	8.04580809682785	0.000286015213780674	0.0375693301980021
ENSMUSG00000004951	Hspb1	15507	heat shock protein 1	-1.19898982080697	-0.905776152237585	-0.260286848478052	2.12383544924221	8.04578691376459	0.00028602055980433	0.0375693301980021
ENSMUSG00000022054	Nefm	18040	neurofilament, medium polypeptide	0.41987154401558	0.34704555830557	0.0992312420112981	7.05147009744348	8.01824028743107	0.000293062137419814	0.0380092686762727
ENSMUSG00000045136	Tubb2b	73710	tubulin, beta 2B class IIB	-0.645544819542324	-1.00847282248238	-0.107758730740373	3.87676245705769	8.17795501101401	0.000294728574255604	0.0380092686762727
ENSMUSG00000036002	Fam214b	230088	family with sequence similarity 214, member B	-0.235311849798722	-0.391230440453486	0.0874879563168866	4.05294108251426	7.93944641834604	0.000314226813557935	0.040158752947143
ENSMUSG00000066113	Adamtsl1	77739	ADAMTS-like 1	0.642985759514543	0.482628459054642	0.211095232327667	3.8636432600411	7.9181990235961	0.00032020452746292	0.0405573341659731
ENSMUSG00000029108	Pcdh7	54216	protocadherin 7	0.582497965622733	0.338849716832061	0.108607397479063	5.34942722909059	7.78969532620128	0.000358996008901358	0.0450682954183599
ENSMUSG00000031841	Cdh13	12554	cadherin 13	-0.700701558852439	-0.607527717429949	-0.269761269142869	3.36574959075999	7.76426773090979	0.000367240036827888	0.0456988347582493
ENSMUSG00000070509	Rgma	244058	repulsive guidance molecule family member A	-0.263017143400567	-0.309529834715617	0.176688944398349	3.80634795801739	7.72817421146802	0.000379284944933489	0.0465531084634872
ENSMUSG00000050910	Cdr2l	237988	cerebellar degeneration-related protein 2-like	-0.261854928204541	-0.220493275929141	0.202492149791376	4.22163706044722	7.71728841253263	0.000382998533166421	0.0465531084634872
ENSMUSG00000023067	Cdkn1a	12575	cyclin-dependent kinase inhibitor 1A (P21)	-1.16282709700996	-0.760180298370109	0.393523808687348	2.92762280098733	7.90705183594289	0.000383949928819117	0.0465531084634872
ENSMUSG00000028719	Cmpk1	66588	cytidine monophosphate (UMP-CMP) kinase 1	-0.302008595835651	-0.107305559668556	0.0311464752852175	5.98240646559839	7.63855528328364	0.000411020152124073	0.0494129820172212
ENSMUSG00000034394	Lif	16878	leukemia inhibitory factor	-2.19663597162299	-2.16455439508221	-1.52497680946117	-0.123415406808966	7.62254723926554	0.00041697621812877	0.049707770003149
ENSMUSG00000026824	Kcnj3	16519	potassium inwardly-rectifying channel, subfamily J, member 3	0.451568519550626	0.471097085253485	0.0254100294346675	4.11040125344157	7.59078156333935	0.000429064995255084	0.0507226335224051
ENSMUSG00000032024	Clmp	71566	CXADR-like membrane protein	-0.495322186467799	-0.541852474671841	-0.399305547661686	3.63860699811295	7.55082798638221	0.00044479419609291	0.0521056682986121
ENSMUSG00000005413	Hmox1	15368	heme oxygenase 1	-0.812349232224069	-0.824245698164863	-0.175949066623446	2.20796094548872	7.54259436023139	0.000448110216581889	0.0521056682986121
ENSMUSG00000032303	Chrna3	110834	cholinergic receptor, nicotinic, alpha polypeptide 3	0.719092848260202	0.255530084501948	0.710772048128039	2.76373450003204	7.5308225207743	0.000452896353925121	0.0522340461526973
ENSMUSG00000020427	Igfbp3	16009	insulin-like growth factor binding protein 3	-0.965372045511667	-1.09370128902721	0.383531292853359	1.35457278808164	7.48800086311269	0.000470764025372604	0.0535352505539567
ENSMUSG00000022346	Myc	17869	myelocytomatosis oncogene	-2.22401093118874	-0.876385066129739	-0.869796407739175	-0.0833313640704492	7.48574379733732	0.000471726090458521	0.0535352505539567
ENSMUSG00000063434	Sorcs3	66673	sortilin-related VPS10 domain containing receptor 3	0.517182877226849	0.507689446431881	-0.0186079222126926	3.24510412016898	7.44853134508203	0.000487888680104396	0.054855583405545
ENSMUSG00000027796	Smad9	55994	SMAD family member 9	0.533820681052426	0.317292511549591	0.164139262355766	3.63947717988141	7.44130538007209	0.000491093972402666	0.054855583405545
ENSMUSG00000020737	Jpt1	15374	Jupiter microtubule associated homolog 1	-0.602324724688972	-0.41311439326207	-0.12708816764029	4.54335325901739	7.41516055624697	0.000502877133005133	0.0557329297563345
ENSMUSG00000032020	Ubash3b	72828	ubiquitin associated and SH3 domain containing, B	0.301873145591624	0.270059388687634	-0.120970862756838	4.55280477436347	7.38281681047605	0.000517865935412718	0.0565705416739251
ENSMUSG00000028893	Sesn2	230784	sestrin 2	-0.125150535999556	-0.149614384774987	0.341002960426557	4.70173646593527	7.3744793305726	0.000521805206557049	0.0565705416739251
ENSMUSG00000034687	Fras1	231470	Fraser extracellular matrix complex subunit 1	0.692146605360188	0.524840507954014	-0.08051448681153	3.10042677105951	7.37322996590986	0.000522398206632186	0.0565705416739251
ENSMUSG00000008475	Arpc5	67771	actin related protein 2/3 complex, subunit 5	-0.270321136006914	-0.256916272752948	-0.0139858684380629	5.20020934327671	7.36295443677066	0.000527302304243428	0.0565724780197776
ENSMUSG00000020857	Nme2	18103	NME/NM23 nucleoside diphosphate kinase 2	-0.740365586799334	-0.649396963947717	-0.277526429249835	3.76664402316196	7.35150835706231	0.000532821982714761	0.0565724780197776
ENSMUSG00000007440	Pcdha10	12943	protocadherin alpha 10	0.315640342161688	0.247491306799537	0.0975836058918181	6.59783629654313	7.34120857848436	0.000537840706757963	0.0565724780197776
ENSMUSG00000070695	Cntnap5a	636808	contactin associated protein-like 5A	0.648814071691177	0.456670873230842	-0.0556917822832063	3.42839356237017	7.3401328523421	0.000538367724000421	0.0565724780197776
ENSMUSG00000026473	Glul	14645	glutamate-ammonia ligase (glutamine synthetase)	0.489488279371775	0.438798040607042	0.435550372880773	11.3018502843168	7.32482166827417	0.000545927969351642	0.0569451042148706
ENSMUSG00000047414	Flrt2	399558	fibronectin leucine rich transmembrane protein 2	0.517677654960125	0.391811062138009	0.18037797954658	4.98301452776939	7.31670026169395	0.000549983235931367	0.0569493590140319
ENSMUSG00000005087	Cd44	12505	CD44 antigen	-0.899091359948475	-0.890021009833832	-0.402877556048923	4.19088371656334	7.44902938988899	0.000558291354262244	0.0573818338175603
ENSMUSG00000022240	Ctnnd2	18163	catenin (cadherin associated protein), delta 2	0.321303741559534	0.27665314802295	0.107499724041557	5.80445271322131	7.29241567355303	0.000562298924303322	0.0573818338175603
ENSMUSG00000096847	Tmem151b	210573	transmembrane protein 151B	0.370153556138238	0.451379621856259	0.22771373669099	4.62210956316031	7.28465636501912	0.000566294708477262	0.0573818338175603
ENSMUSG00000031965	Tbx20	57246	T-box 20	1.04979024273219	1.1253639115706	0.126693301452981	1.37879164817372	7.22148401853921	0.00059995625572273	0.0603615563381748
